PhraseID,Sentence,Phrase,count,WordCount,Sentiment,NegativityGI,PositivityGI,SentimentHE,NegativityHE,PositivityHE,SentimentLM,NegativityLM,PositivityLM,RatioUncertaintyLM,SentimentQDAP,NegativityQDAP,PositivityQDAP
947,1,disc,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
947,1,supreme,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
948,1,disc,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
948,1,label,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
949,1,label,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
949,1,the,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
950,1,1975,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
950,1,the,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
951,1,1975,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
952,1,about,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
953,1,about,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
953,1,you,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
954,1,live,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
954,1,you,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
955,1,live,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
956,1,madison,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
957,1,madison,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
957,1,square,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
958,1,garden,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
958,1,square,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
959,1,concert,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
959,1,garden,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
960,1,7th,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
960,1,concert,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
961,1,7th,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
961,1,november,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
962,1,2022,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
962,1,november,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
963,1,2022,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
963,1,enjoy,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1
964,1,enjoy,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1
964,1,not,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
965,1,long,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0
965,1,not,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
966,1,after,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
966,1,long,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0
967,1,after,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
967,1,sinead,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
968,1,sinead,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
968,1,was,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
969,1,one,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
969,1,was,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
970,1,one,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
971,1,the,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
972,1,featured,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
972,1,the,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
973,1,featured,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
973,1,performers,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
974,1,performers,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
976,1,bob,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
977,1,bob,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
977,1,dylan,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
978,1,dylan,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
978,1,tribute,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
979,1,concert,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
979,1,tribute,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
980,1,concert,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
981,1,madison,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
982,1,madison,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
982,1,square,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
983,1,garden,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
983,1,square,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
984,1,and,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
984,1,garden,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
985,1,and,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
985,1,the,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
986,1,crowd,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0
986,1,the,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
987,1,booed,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
987,1,crowd,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0
988,1,booed,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
988,1,lustily,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
989,1,kristofferson,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
989,1,lustily,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
990,1,kristofferson,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
990,1,was,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
991,1,sent,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
991,1,was,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
992,1,sent,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
993,1,the,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
994,1,stage,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
994,1,the,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
995,1,stage,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
996,1,the,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
997,1,organizers,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
997,1,the,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
998,1,organizers,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
999,1,take,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,1,take,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,1,the,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1001,1,the,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1001,1,visibly,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,1,upset,1,1,-1,1,0,0,0,0,-1,1,0,0,-1,1,0
1002,1,visibly,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,1,sinead,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,1,upset,1,1,-1,1,0,0,0,0,-1,1,0,0,-1,1,0
1004,1,off,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1004,1,sinead,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,1,david,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,1,off,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1006,1,bowie,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,1,david,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1007,1,bowie,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,1,birthday,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,1,birthday,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,1,concert,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,1,concert,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,1,live,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
1011,1,live,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
1012,1,madison,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,1,madison,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,1,square,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1014,1,garden,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1014,1,square,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1015,1,garden,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,1,new,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,1,new,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,1,york,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,1,york,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,1,1997,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1022,1,1997,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,1,david,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1024,1,bowie,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1024,1,david,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1025,1,bowie,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1026,1,wmg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1027,1,wmg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,1,nom,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1029,1,nom,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1031,1,catalog,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1032,1,[audio,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1032,1,catalog,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1033,1,[audio,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1033,1,upgrade],1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
1034,1,line,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,1,upgrade],1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
1035,1,line,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1036,1,-da…,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1037,1,-da…,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1038,1,just,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
1039,1,just,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
1039,1,went,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1040,1,down,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040,1,went,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1041,1,down,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1041,1,the,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1042,1,rabbit,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1042,1,the,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1043,1,hole,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0
1043,1,rabbit,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1044,1,for,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1044,1,hole,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0
1045,1,for,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1045,1,more,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1046,1,more,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1047,1,the,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1048,1,elton,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1048,1,the,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1049,1,elton,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1049,1,john,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,1,john,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,1,version,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1051,1,and,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1051,1,version,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,1,and,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1052,1,learnt,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1053,1,learnt,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1053,1,that,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1054,1,lennon,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1054,1,that,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1055,1,lennon,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1055,1,performed,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1056,1,performed,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1056,1,the,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1057,1,song,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1057,1,the,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1058,1,live,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
1058,1,song,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1059,1,live,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
1059,1,with,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1060,1,elton,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,1,with,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1061,1,elton,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1062,1,madison,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1063,1,madison,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1063,1,square,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1064,1,garden,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1064,1,square,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1065,1,garden,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1066,1,thanksgiving,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1067,1,night,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1067,1,thanksgiving,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1068,1,1974,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1068,1,night,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1069,1,1974,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1069,1,can,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1070,1,can,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1070,1,you,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1071,1,imagine,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
1071,1,you,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1072,1,imagine,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
1072,1,the,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1073,1,the,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1073,1,vibe,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1074,1,vibe,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,1,that,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1076,1,concert,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1076,1,that,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1077,1,concert,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,1,were,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1079,1,born,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1079,1,were,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1080,1,born,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,1,too,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1081,1,late,1,1,0,0,0,0,0,0,-1,1,0,0,0,0,0
1081,1,too,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1082,1,late,1,1,0,0,0,0,0,0,-1,1,0,0,0,0,0
1082,1,too,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1083,1,far,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1083,1,too,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1084,1,far,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1084,1,the,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1085,1,1975,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1085,1,the,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1086,1,1975,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1087,1,about,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1088,1,about,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1088,1,you,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1089,1,live,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
1089,1,you,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1090,1,live,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
1091,1,madison,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1092,1,madison,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1092,1,square,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1093,1,garden,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1093,1,square,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1094,1,concert,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,1,garden,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,1,concert,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,1,this,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1096,1,this,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1098,1,very,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1099,1,common,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1099,1,very,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1100,1,common,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1100,1,mis-quote,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,1,mis-quote,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1102,1,what,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1103,1,what,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1104,1,actually,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1105,1,actually,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1105,1,said,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,1,said,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,1,which,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1107,1,was,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1107,1,which,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1108,1,was,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1110,1,won’t,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,1,bore,1,1,-1,1,0,0,0,0,0,0,0,0,-1,1,0
1111,1,won’t,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,1,bore,1,1,-1,1,0,0,0,0,0,0,0,0,-1,1,0
1112,1,you,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1113,1,you,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1114,1,very,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1115,1,different,1,1,-1,1,0,0,0,0,0,0,0,1,0,0,0
1115,1,very,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1116,1,different,1,1,-1,1,0,0,0,0,0,0,0,1,0,0,0
1116,1,meaning,1,1,-1,1,0,0,0,0,0,0,0,0,-1,1,0
1117,1,meaning,1,1,-1,1,0,0,0,0,0,0,0,0,-1,1,0
1118,1,says,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,1,says,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,1,right,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
1121,1,around,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,1,right,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
1122,1,around,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1122,1,the,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1123,1,the,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1123,1,time,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1124,1,the,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1124,1,time,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1125,1,birthday,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,1,the,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1126,1,birthday,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1126,1,cake,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1127,1,cake,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1127,1,comes,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
1128,1,comes,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1
1128,1,out,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA